chr	snpid	pos	gpos	p1	ihh1	p2	ihh2	xpehh	normxpehh	crit
42	scaffold42_1337384	1337384	1.33738e+06	0	35154.6	0.1	30748.9	0.1339	-0.240272	0
42	scaffold42_1337564	1337564	1.33756e+06	0.1	29629.8	0.15	25955.7	0.132391	-0.243802	0
42	scaffold42_1345184	1345184	1.34518e+06	0.175	24638.3	0.075	24623.8	0.000586112	-0.552171	0
42	scaffold42_1345223	1345223	1.34522e+06	0.175	18470.5	0.075	21084	-0.132338	-0.863158	0
42	scaffold42_1345224	1345224	1.34522e+06	0.175	18470.5	0.075	21084	-0.132338	-0.863158	0
42	scaffold42_1345226	1345226	1.34523e+06	0.175	19724.7	0.075	21776.2	-0.0989488	-0.785042	0
42	scaffold42_1345390	1345390	1.34539e+06	0.175	19724.7	0.075	21776.2	-0.0989488	-0.785042	0
42	scaffold42_1345528	1345528	1.34553e+06	0.1	14204.4	0.025	18949.6	-0.288227	-1.22787	0
42	scaffold42_1345531	1345531	1.34553e+06	0.525	10332.4	0.45	12022.6	-0.151505	-0.908001	0
42	scaffold42_1345541	1345541	1.34554e+06	0.15	16165.3	0.05	16127.8	0.00232565	-0.548101	0
42	scaffold42_1345782	1345782	1.34578e+06	0.15	22193.7	0.175	17628.2	0.230308	-0.0147166	0
42	scaffold42_1345822	1345822	1.34582e+06	0	28459.9	0.2	20956.9	0.306027	0.162435	0
42	scaffold42_1377007	1377007	1.37701e+06	0.3	22646.6	0.325	21111.8	0.0701778	-0.389355	0
42	scaffold42_1377013	1377013	1.37701e+06	0.1	26961.2	0.025	29685.8	-0.0962705	-0.778775	0
42	scaffold42_1377015	1377015	1.37702e+06	0.1	30260.9	0	30772.2	-0.0167578	-0.592749	0
42	scaffold42_1426328	1426328	1.42633e+06	0.5	22396.8	0.3	20449.5	0.0909576	-0.340739	0
42	scaffold42_1426354	1426354	1.42635e+06	0.075	21452.2	0.125	16610.5	0.255791	0.0449031	0
42	scaffold42_1426407	1426407	1.42641e+06	0.075	19659.9	0.3	11648.8	0.52338	0.670951	0
42	scaffold42_1426562	1426562	1.42656e+06	0.05	20069.9	0.2	11536.1	0.553739	0.741978	0
42	scaffold42_1426581	1426581	1.42658e+06	0.075	19543.9	0.15	12668	0.433583	0.460863	0
42	scaffold42_1426617	1426617	1.42662e+06	0.075	21454.3	0.125	16392.5	0.269104	0.07605	0
42	scaffold42_1426633	1426633	1.42663e+06	0.3	23059.4	0.25	20034.9	0.140596	-0.224606	0
42	scaffold42_1456114	1456114	1.45611e+06	0.125	25010.1	0.025	24846.9	0.00654433	-0.538231	0
42	scaffold42_1456148	1456148	1.45615e+06	0.775	19382.6	0.45	16067.5	0.187577	-0.11469	0
42	scaffold42_1456184	1456184	1.45618e+06	0.125	19414.8	0.025	16128	0.185479	-0.119598	0
42	scaffold42_1456323	1456323	1.45632e+06	0.475	17215.8	0.25	13921.8	0.21237	-0.0566841	0
42	scaffold42_1456336	1456336	1.45634e+06	0	17222.9	0.1	11891.7	0.370396	0.313031	0
42	scaffold42_1456341	1456341	1.45634e+06	0.775	17197	0.425	13454.8	0.245399	0.0205901	0
42	scaffold42_1456353	1456353	1.45635e+06	0.475	20556.5	0.25	18775.3	0.0906308	-0.341504	0
42	scaffold42_1456366	1456366	1.45637e+06	0.475	20556.5	0.275	19028.9	0.0772174	-0.372885	0
42	scaffold42_1484144	1484144	1.48414e+06	0.125	26874.9	0.275	18933.5	0.35026	0.265922	0
42	scaffold42_1484397	1484397	1.4844e+06	0.15	25637.3	0.275	18933.5	0.303116	0.155624	0
42	scaffold42_1484403	1484403	1.4844e+06	0.125	24778.1	0.275	17554.9	0.344626	0.25274	0
42	scaffold42_1484405	1484405	1.4844e+06	0.125	24778.1	0.275	17554.9	0.344626	0.25274	0
42	scaffold42_1497097	1497097	1.4971e+06	0.425	16412.1	0.275	14248.1	0.141392	-0.222743	0
42	scaffold42_1497099	1497099	1.4971e+06	0.225	13837.8	0.175	12692.3	0.0864098	-0.351379	0
42	scaffold42_1497277	1497277	1.49728e+06	0.075	13685.5	0.225	13093.2	0.044239	-0.450041	0
42	scaffold42_1497347	1497347	1.49735e+06	0.15	13511.3	0.05	17148.2	-0.238362	-1.11121	0
42	scaffold42_1497352	1497352	1.49735e+06	0.15	14935.3	0.05	17700.5	-0.169868	-0.950963	0
42	scaffold42_1497355	1497355	1.49736e+06	0.15	14935.3	0.05	17700.5	-0.169868	-0.950963	0
42	scaffold42_1651835	1651835	1.65184e+06	0.65	10462.8	0.45	10524.6	-0.00588402	-0.567308	0
42	scaffold42_1651869	1651869	1.65187e+06	0.3	6307.51	0.25	8414.15	-0.288174	-1.22775	0
43	scaffold43_34129	34129	34129	0.025	7133.49	0.125	6794.04	0.0487542	-0.439478	0
43	scaffold43_34157	34157	34157	0.05	8166.39	0.1	8697.3	-0.0629856	-0.700903	0
43	scaffold43_34186	34186	34186	0.175	9756.8	0.125	10691.6	-0.0914976	-0.767609	0
43	scaffold43_34187	34187	34187	0.175	9756.8	0.125	10691.6	-0.0914976	-0.767609	0
43	scaffold43_34204	34204	34204	0.05	14325.1	0.075	12817.3	0.111215	-0.293345	0
43	scaffold43_34211	34211	34211	0.075	15727.9	0.05	14356.2	0.091253	-0.340048	0
43	scaffold43_43751	43751	43751	0.025	16330	0.075	14312.4	0.131879	-0.245	0
43	scaffold43_43754	43754	43754	0.075	15162.5	0.025	15282.7	-0.00789572	-0.572015	0
43	scaffold43_43797	43797	43797	0	16835.1	0.1	14108.2	0.17671	-0.140114	0
43	scaffold43_43809	43809	43809	0.125	15322.3	0.075	15400.2	-0.00507427	-0.565414	0
43	scaffold43_43965	43965	43965	0.075	18210.8	0.025	17877.2	0.0184892	-0.510285	0
43	scaffold43_43970	43970	43970	0.1	19294.8	0	17880	0.0761509	-0.375381	0
43	scaffold43_43988	43988	43988	0.1	19294.8	0	17880	0.0761509	-0.375381	0
43	scaffold43_44021	44021	44021	0.025	21772	0.075	16923.9	0.251899	0.0357974	0
43	scaffold43_44022	44022	44022	0.125	21251.6	0.125	18042.1	0.163722	-0.1705	0
43	scaffold43_44029	44029	44029	0.175	30425.3	0.075	24343.5	0.22301	-0.0317909	0
43	scaffold43_44035	44035	44035	0.175	30425.3	0.025	26947.2	0.121395	-0.269528	0
43	scaffold43_70719	70719	70719	0.025	39512.6	0.175	24954.2	0.45958	0.521685	0
43	scaffold43_70881	70881	70881	0	39838.7	0.1	23792.6	0.515462	0.652426	0
43	scaffold43_79965	79965	79965	0.15	33919.3	0.475	17736.9	0.648337	0.963299	0
43	scaffold43_84175	84175	84175	0.15	33919.3	0.425	17392	0.667972	1.00924	0
43	scaffold43_85210	85210	85210	0.05	34806	0.25	16505.4	0.746103	1.19203	0
43	scaffold43_85216	85216	85216	0.125	30676.7	0.075	14327.3	0.761337	1.22767	0
43	scaffold43_85239	85239	85239	0.075	29536.1	0.1	11980.5	0.902337	1.55755	0
43	scaffold43_85244	85244	85244	0.05	33398.6	0.125	13243.5	0.925009	1.6106	0
43	scaffold43_85272	85272	85272	0.1	28239.5	0.15	11421.8	0.905197	1.56424	0
43	scaffold43_85290	85290	85290	0.05	28236	0.25	11783.4	0.873904	1.49103	0
43	scaffold43_85293	85293	85293	0.1	28254.5	0.125	11763.5	0.876252	1.49653	0
43	scaffold43_85500	85500	85500	0.05	26659.1	0.05	13547.4	0.676939	1.03022	0
43	scaffold43_85511	85511	85511	0.05	27780.4	0.1	13585.6	0.715323	1.12002	0
43	scaffold43_85527	85527	85527	0.125	29814.5	0.075	15358.2	0.663345	0.998411	0
43	scaffold43_85544	85544	85544	0.15	30380.9	0.3	15714	0.659262	0.988859	0
43	scaffold43_85562	85562	85562	0.2	44248.3	0.2	25440.1	0.553493	0.741403	0
43	scaffold43_124508	124508	124508	0.55	52415.5	0.45	28476.1	0.610138	0.873929	0
43	scaffold43_124719	124719	124719	0.05	91539.7	0.3	33731.7	0.998335	1.78215	0
43	scaffold43_126422	126422	126422	0.05	100386	0.05	40423.3	0.909616	1.57458	0
43	scaffold43_136167	136167	136167	0.025	103630	0.125	42524.1	0.890759	1.53047	0
43	scaffold43_163014	163014	163014	0.025	103630	0.4	37099.6	1.02722	1.84973	0
43	scaffold43_163108	163108	163108	0.025	103630	0.2	43648.2	0.864669	1.46943	0
43	scaffold43_175695	175695	175695	0.8	88114.3	0.325	35853	0.899207	1.55023	0
43	scaffold43_217343	217343	217343	0.025	103806	0.25	44108	0.855886	1.44888	0
43	scaffold43_249419	249419	249419	0.05	102451	0.25	38811	0.97068	1.71745	0
43	scaffold43_249453	249453	249453	0.05	102451	0.275	38247.4	0.985307	1.75167	0
43	scaffold43_249468	249468	249468	0.05	102451	0.175	33784.9	1.10937	2.04193	1
43	scaffold43_249469	249469	249469	0.05	102451	0.175	33784.9	1.10937	2.04193	1
43	scaffold43_252363	252363	252363	0.05	102451	0.25	35806.7	1.05125	1.90595	0
43	scaffold43_255998	255998	255998	0.1	91691.3	0.175	39100.9	0.852283	1.44045	0
43	scaffold43_256254	256254	256254	0.575	69338.4	0.375	32924.5	0.744782	1.18894	0
43	scaffold43_339563	339563	339563	0.575	70436	0.425	34087.5	0.725773	1.14447	0
43	scaffold43_339603	339603	339603	0.575	70436	0.425	34087.5	0.725773	1.14447	0
43	scaffold43_339809	339809	339809	0.575	70436	0.425	34087.5	0.725773	1.14447	0
43	scaffold43_339834	339834	339834	0.575	70436	0.425	34087.5	0.725773	1.14447	0
43	scaffold43_361151	361151	361151	0.05	87514.5	0.25	32928.6	0.977461	1.73331	0
43	scaffold43_361211	361211	361211	0.875	83444.7	0.4	28282	1.08196	1.9778	0
43	scaffold43_433420	433420	433420	0.075	81030	0.2	31076.2	0.958378	1.68867	0
43	scaffold43_433442	433442	433442	0.075	81030	0.2	31076.2	0.958378	1.68867	0
43	scaffold43_433470	433470	433470	0.05	80984	0.2	31076.2	0.95781	1.68734	0
43	scaffold43_433491	433491	433491	0.1	76903.8	0.225	26249.7	1.0749	1.96128	0
43	scaffold43_433673	433673	433673	0.075	80872.1	0.2	28656.1	1.0375	1.87378	0
43	scaffold43_433680	433680	433680	0.075	80872.1	0.2	28656.1	1.0375	1.87378	0
43	scaffold43_433723	433723	433723	0.025	86022.2	0.15	35181.8	0.894078	1.53823	0
43	scaffold43_543651	543651	543651	0.825	71676.8	0.3	31395.4	0.825505	1.3778	0
43	scaffold43_578509	578509	578509	0.65	44046.9	0.325	26259	0.517247	0.656602	0
43	scaffold43_587945	587945	587945	0.05	42199.1	0.25	22282.7	0.638586	0.940485	0
43	scaffold43_587971	587971	587971	0.05	38880.1	0.175	20445.9	0.6427	0.95011	0
43	scaffold43_587972	587972	587972	0.05	38880.1	0.175	20445.9	0.6427	0.95011	0
43	scaffold43_587974	587974	587974	0.05	38880.1	0.175	20445.9	0.6427	0.95011	0
43	scaffold43_587976	587976	587976	0.05	38880.1	0.175	20445.9	0.6427	0.95011	0
43	scaffold43_588194	588194	588194	0.55	25908.2	0.25	17486.7	0.393119	0.366194	0
43	scaffold43_588216	588216	588216	0.725	22932.9	0.375	15171.3	0.413166	0.413096	0
43	scaffold43_588234	588234	588234	0.55	20374.3	0.25	19537.8	0.041923	-0.45546	0
43	scaffold43_588235	588235	588235	0.55	20374.3	0.25	19537.8	0.041923	-0.45546	0
43	scaffold43_588237	588237	588237	0.55	20374.3	0.25	19537.8	0.041923	-0.45546	0
43	scaffold43_588248	588248	588248	0.475	21105.7	0.05	24825.6	-0.162333	-0.933334	0
43	scaffold43_594873	594873	594873	0.525	20789.3	0.3	24924	-0.181391	-0.977922	0
43	scaffold43_594887	594887	594887	0.05	20435	0.075	24723.1	-0.190491	-0.999212	0
43	scaffold43_594894	594894	594894	0.525	21326.2	0.3	25143.2	-0.164651	-0.938758	0
43	scaffold43_622467	622467	622467	0.7	27291.1	0.275	28652.8	-0.048689	-0.667454	0
43	scaffold43_622500	622500	622500	0.7	27291.1	0.275	28652.8	-0.048689	-0.667454	0
43	scaffold43_622515	622515	622515	0.65	27134.9	0.15	35766.3	-0.276185	-1.1997	0
43	scaffold43_622585	622585	622585	0.65	27134.9	0.1	35778.7	-0.276531	-1.20051	0
43	scaffold43_622809	622809	622809	0.65	27134.9	0.15	35870.9	-0.279104	-1.20653	0
43	scaffold43_622874	622874	622874	0.65	30227.6	0.15	39643.3	-0.271166	-1.18796	0
43	scaffold43_622877	622877	622877	0.65	30227.6	0.15	39643.3	-0.271166	-1.18796	0
43	scaffold43_728218	728218	728218	0.025	47059.4	0.2	43372.2	0.0815913	-0.362652	0
43	scaffold43_734114	734114	734114	0.35	36957.9	0.15	41713.4	-0.121045	-0.836738	0
43	scaffold43_734404	734404	734404	0.425	38692.9	0.15	42616.8	-0.096594	-0.779532	0
43	scaffold43_745940	745940	745940	0	62167	0.15	51000.8	0.197983	-0.0903438	0
43	scaffold43_773760	773760	773760	0.05	59615.6	0.15	51000.8	0.156076	-0.188389	0
43	scaffold43_773762	773762	773762	0	61691.1	0.1	48455.9	0.241485	0.0114329	0
43	scaffold43_800859	800859	800859	0.275	42949.6	0.325	32626.8	0.274893	0.0895939	0
43	scaffold43_800887	800887	800887	0.375	27155.7	0.15	28685.4	-0.0548032	-0.681759	0
43	scaffold43_800909	800909	800909	0.275	24735.7	0	28691	-0.148338	-0.900592	0
43	scaffold43_800930	800930	800930	0.075	30952.4	0.15	28704.4	0.0753997	-0.377138	0
43	scaffold43_801208	801208	801208	0.325	31903.6	0.3	27291.4	0.156147	-0.188223	0
43	scaffold43_826619	826619	826619	0.075	43226.2	0.325	29674.2	0.376168	0.326536	0
43	scaffold43_856483	856483	856483	0.15	35468.8	0.05	33319.4	0.0625119	-0.40729	0
43	scaffold43_856739	856739	856739	0.525	20502.3	0.075	28883.9	-0.342744	-1.35542	0
43	scaffold43_856756	856756	856756	0.15	21240.6	0.025	29577.6	-0.331104	-1.32819	0
43	scaffold43_859019	859019	859019	0.4	17734.5	0.025	31055.7	-0.560269	-1.86434	0
43	scaffold43_859094	859094	859094	0.425	17365.5	0.05	29615.4	-0.53381	-1.80244	0
43	scaffold43_859385	859385	859385	0.2	11016	0.5	15514.4	-0.342418	-1.35466	0
43	scaffold43_859388	859388	859388	0.4	7509.07	0.425	14881.6	-0.684016	-2.15386	1
43	scaffold43_859389	859389	859389	0.2	7583.45	0.5	14893.5	-0.67496	-2.13267	1
43	scaffold43_859672	859672	859672	0.375	7197.44	0.425	12076.2	-0.517514	-1.76431	0
43	scaffold43_859727	859727	859727	0.4	7525.9	0.05	14851.1	-0.679722	-2.14381	1
43	scaffold43_859740	859740	859740	0.4	14252.3	0.425	15540.6	-0.0865355	-0.756	0
43	scaffold43_859743	859743	859743	0.4	17397.6	0.05	22810.4	-0.270885	-1.1873	0
43	scaffold43_897895	897895	897895	0.2	38319.9	0.4	17382.9	0.790482	1.29586	0
43	scaffold43_897897	897897	897897	0.075	38872.5	0.05	18525	0.741167	1.18048	0
43	scaffold43_897954	897954	897954	0.075	41479.8	0.075	17727.2	0.850108	1.43536	0
43	scaffold43_897962	897962	897962	0.675	39898.9	0.175	15956.5	0.916481	1.59064	0
43	scaffold43_898164	898164	898164	0.1	57446.2	0.325	15971.3	1.28006	2.44127	1
43	scaffold43_913774	913774	913774	0.05	59199.3	0.3	16377.4	1.285	2.45283	1
43	scaffold43_913803	913803	913803	0.05	59199.3	0.3	16377.4	1.285	2.45283	1
43	scaffold43_913859	913859	913859	0.85	56757	0.45	14842.7	1.34127	2.58448	1
43	scaffold43_913872	913872	913872	0.85	54903.1	0.45	12373.1	1.49005	2.93256	1
43	scaffold43_913873	913873	913873	0.85	54903.1	0.45	12373.1	1.49005	2.93256	1
43	scaffold43_913948	913948	913948	0.85	62078	0.45	17239.2	1.28121	2.44396	1
43	scaffold43_914103	914103	914103	0.85	62078	0.45	17239.2	1.28121	2.44396	1
43	scaffold43_914116	914116	914116	0.85	62078	0.45	17239.2	1.28121	2.44396	1
43	scaffold43_914136	914136	914136	0.85	62078	0.45	17239.2	1.28121	2.44396	1
43	scaffold43_914162	914162	914162	0.85	62078	0.45	17239.2	1.28121	2.44396	1
43	scaffold43_995749	995749	995749	0.75	59038.8	0.475	21207.9	1.02382	1.84177	0
43	scaffold43_995757	995757	995757	0.75	59038.8	0.475	21207.9	1.02382	1.84177	0
43	scaffold43_995767	995767	995767	0.75	54595.1	0.475	17297.2	1.1494	2.13558	1
43	scaffold43_995771	995771	995771	0.75	54595.1	0.475	17297.2	1.1494	2.13558	1
43	scaffold43_995774	995774	995774	0.75	54595.1	0.475	17297.2	1.1494	2.13558	1
43	scaffold43_995782	995782	995782	0.75	54595.1	0.475	17298.7	1.14931	2.13537	1
43	scaffold43_995806	995806	995806	0.75	54609.5	0.45	16984.3	1.16792	2.17891	1
43	scaffold43_995807	995807	995807	0.75	54609.5	0.45	16984.3	1.16792	2.17891	1
43	scaffold43_995988	995988	995988	0.25	72782.9	0.5	26160.8	1.02322	1.84037	0
43	scaffold43_996008	996008	996008	0.25	72782.9	0.475	31268.8	0.844862	1.42309	0
43	scaffold43_1034544	1034544	1.03454e+06	0.225	76388.7	0.35	34410.3	0.797479	1.31223	0
43	scaffold43_1143505	1143505	1.1435e+06	0.7	71862.8	0.425	30938.4	0.842762	1.41817	0
43	scaffold43_1143739	1143739	1.14374e+06	0.7	71862.8	0.425	30938.4	0.842762	1.41817	0
43	scaffold43_1143747	1143747	1.14375e+06	0.225	78884.4	0.4	34579.4	0.824725	1.37597	0
43	scaffold43_1218912	1218912	1.21891e+06	0.025	101410	0.15	44383.7	0.826298	1.37965	0
43	scaffold43_1218921	1218921	1.21892e+06	0	101843	0.175	40726.5	0.916559	1.59083	0
43	scaffold43_1218961	1218961	1.21896e+06	0	101843	0.175	41557.2	0.896367	1.54359	0
43	scaffold43_1236214	1236214	1.23621e+06	0.025	101477	0.125	45661.8	0.798571	1.31478	0
43	scaffold43_1236260	1236260	1.23626e+06	0.025	101477	0.1	45488.4	0.802374	1.32368	0
43	scaffold43_1236369	1236369	1.23637e+06	0.025	101477	0.1	45488.4	0.802374	1.32368	0
43	scaffold43_1236443	1236443	1.23644e+06	0.025	101477	0.15	45473.1	0.802711	1.32447	0
43	scaffold43_1353726	1353726	1.35373e+06	0.025	95724.1	0.1	43534.3	0.787922	1.28987	0
43	scaffold43_1353737	1353737	1.35374e+06	0.725	65930.7	0.325	28575.3	0.836061	1.4025	0
43	scaffold43_1353768	1353768	1.35377e+06	0.05	62380.1	0.1	28336.3	0.789104	1.29264	0
43	scaffold43_1353787	1353787	1.35379e+06	0.75	63326	0.475	26076.4	0.887266	1.52229	0
43	scaffold43_1372605	1372605	1.3726e+06	0.575	48914.3	0.45	28990.8	0.523093	0.670279	0
43	scaffold43_1399205	1399205	1.3992e+06	0.2	42578.7	0.075	34551.9	0.208893	-0.0648189	0
43	scaffold43_1399261	1399261	1.39926e+06	0.475	24873.4	0.35	21524.7	0.144596	-0.215247	0
43	scaffold43_1399425	1399425	1.39942e+06	0	35712.1	0.1	25436.9	0.339288	0.240252	0
43	scaffold43_1399758	1399758	1.39976e+06	0	35712.1	0.1	25825.1	0.324143	0.204819	0
43	scaffold43_1511305	1511305	1.5113e+06	0.775	26193.5	0.45	18531.3	0.346051	0.256074	0
43	scaffold43_1512303	1512303	1.5123e+06	0.55	20793.9	0.35	19075.7	0.086243	-0.351769	0
43	scaffold43_1512307	1512307	1.51231e+06	0	20901.4	0.1	16891.2	0.213024	-0.055154	0
43	scaffold43_1512308	1512308	1.51231e+06	0	20901.4	0.1	16891.2	0.213024	-0.055154	0
43	scaffold43_1512556	1512556	1.51256e+06	0.2	16977	0.175	18405.1	-0.0807655	-0.7425	0
43	scaffold43_1512565	1512565	1.51256e+06	0.275	16864.2	0.275	19262.6	-0.132968	-0.864632	0
43	scaffold43_1512576	1512576	1.51258e+06	0.55	22161.3	0.35	20382.6	0.0836634	-0.357804	0
43	scaffold43_1607746	1607746	1.60775e+06	0	30425.7	0.125	22244.4	0.313196	0.179207	0
43	scaffold43_1607776	1607776	1.60778e+06	0.2	22999.7	0.2	16365.6	0.340301	0.242622	0
43	scaffold43_1607777	1607777	1.60778e+06	0.2	22999.7	0.2	16365.6	0.340301	0.242622	0
43	scaffold43_1607793	1607793	1.60779e+06	0.6	17932.3	0.35	11494.6	0.444724	0.486928	0
43	scaffold43_1607807	1607807	1.60781e+06	0.2	19388.2	0.2	16460.9	0.163676	-0.170608	0
43	scaffold43_1608043	1608043	1.60804e+06	0.325	18283.9	0.35	15159.7	0.187384	-0.115141	0
43	scaffold43_1608047	1608047	1.60805e+06	0	24454	0.125	19019.7	0.251322	0.0344475	0
43	scaffold43_1608097	1608097	1.6081e+06	0.325	24335.5	0.375	21955.9	0.1029	-0.312799	0
43	scaffold43_1689164	1689164	1.68916e+06	0.05	35005.1	0.05	33604.9	0.0408232	-0.458033	0
43	scaffold43_1724969	1724969	1.72497e+06	0.05	32743.8	0.05	31989.3	0.0233114	-0.499003	0
44	scaffold44_102660	102660	102660	0.05	8726.34	0.325	8442.67	0.0330477	-0.476224	0
44	scaffold44_102664	102664	102664	0.125	8757.48	0.025	11011.6	-0.229041	-1.0894	0
44	scaffold44_102669	102669	102669	0.1	8999.5	0.275	11011.2	-0.201748	-1.02555	0
44	scaffold44_102719	102719	102719	0.4	10973.4	0.275	19109.6	-0.554721	-1.85136	0
44	scaffold44_102722	102722	102722	0.575	10978	0.325	19641.5	-0.581757	-1.91461	0
44	scaffold44_102884	102884	102884	0.45	17074.3	0.3	21191.2	-0.216013	-1.05892	0
44	scaffold44_228368	228368	228368	0.05	29839.9	0.05	32767.8	-0.0935988	-0.772525	0
44	scaffold44_228533	228533	228533	0.3	24099.5	0.275	27099.8	-0.117333	-0.828053	0
44	scaffold44_228827	228827	228827	0.05	24145.8	0.05	28330	-0.15981	-0.927432	0
44	scaffold44_228841	228841	228841	0.3	25628.9	0.25	30211.2	-0.164492	-0.938386	0
44	scaffold44_249539	249539	249539	0.4	25178.6	0.325	28829.3	-0.135399	-0.87032	0
44	scaffold44_249838	249838	249838	0.125	30872.4	0.05	37213.3	-0.186803	-0.990584	0
44	scaffold44_287436	287436	287436	0.375	25128.8	0.375	26079.7	-0.0371407	-0.640436	0
44	scaffold44_287576	287576	287576	0.075	26414.1	0.2	23628.5	0.111444	-0.292809	0
44	scaffold44_297561	297561	297561	0.075	25109.3	0.075	23287.7	0.0753109	-0.377346	0
44	scaffold44_297781	297781	297781	0.275	23954.4	0.275	20773.6	0.142471	-0.220219	0
44	scaffold44_297809	297809	297809	0.3	26695.8	0.3	26684.8	0.000414392	-0.552573	0
44	scaffold44_297810	297810	297810	0.3	26695.8	0.3	26684.8	0.000414392	-0.552573	0
44	scaffold44_297823	297823	297823	0.2	29542.5	0.05	35216.6	-0.17569	-0.964584	0
44	scaffold44_339146	339146	339146	0.075	34057.5	0.125	32749	0.039177	-0.461884	0
44	scaffold44_339158	339158	339158	0.05	34555.7	0.05	33980.2	0.016795	-0.514249	0
44	scaffold44_339396	339396	339396	0.075	32927.8	0.025	34177.9	-0.0372635	-0.640723	0
44	scaffold44_343754	343754	343754	0.125	26120.8	0.375	22874.7	0.132698	-0.243084	0
44	scaffold44_343915	343915	343915	0.075	31853.5	0.025	30157.3	0.0547217	-0.425516	0
44	scaffold44_343938	343938	343938	0.125	31187.2	0.05	30567.4	0.0200737	-0.506578	0
44	scaffold44_352027	352027	352027	0	37001.9	0.1	31861.8	0.149561	-0.203631	0
44	scaffold44_352247	352247	352247	0.325	27023.3	0.45	25467.4	0.0592977	-0.41481	0
44	scaffold44_352274	352274	352274	0	30495.1	0.1	41873.8	-0.317094	-1.29541	0
44	scaffold44_352295	352295	352295	0.225	30317.9	0.05	50295.9	-0.506184	-1.7378	0
44	scaffold44_352296	352296	352296	0.225	30317.9	0.05	50295.9	-0.506184	-1.7378	0
44	scaffold44_393351	393351	393351	0.525	33834.8	0.2	47468.7	-0.338581	-1.34568	0
44	scaffold44_429323	429323	429323	0.175	42025.8	0.05	56739.6	-0.30019	-1.25586	0
44	scaffold44_429582	429582	429582	0.075	42849.3	0.075	51228	-0.178597	-0.971385	0
44	scaffold44_429586	429586	429586	0	46365.6	0.125	49143.5	-0.0581857	-0.689673	0
44	scaffold44_429588	429588	429588	0.125	46097.5	0.05	54618.2	-0.169608	-0.950355	0
44	scaffold44_506881	506881	506881	0.1	48039.3	0.1	53258.8	-0.103143	-0.794854	0
44	scaffold44_507147	507147	507147	0.1	48039.3	0.075	53407.6	-0.105932	-0.801379	0
44	scaffold44_507159	507159	507159	0.125	46146.1	0.175	47329.8	-0.025327	-0.612797	0
44	scaffold44_507160	507160	507160	0.075	51678.7	0.075	53070.5	-0.0265763	-0.61572	0
44	scaffold44_540661	540661	540661	0.225	46436.8	0.1	52507	-0.122853	-0.840968	0
44	scaffold44_573673	573673	573673	0.3	38590.4	0.4	35084.5	0.0952462	-0.330705	0
44	scaffold44_573958	573958	573958	0.3	38590.4	0.4	35084.5	0.0952462	-0.330705	0
44	scaffold44_573963	573963	573963	0.075	38292.2	0.15	32691.7	0.158124	-0.183597	0
44	scaffold44_573994	573994	573994	0.225	39074.4	0.275	34424.6	0.126698	-0.257121	0
44	scaffold44_619664	619664	619664	0.25	31561.5	0.3	25988.2	0.194295	-0.0989722	0
44	scaffold44_619783	619783	619783	0	30677.3	0.1	21663	0.347917	0.26044	0
44	scaffold44_619795	619795	619795	0.35	27480.7	0.45	17656.5	0.442382	0.481449	0
44	scaffold44_619817	619817	619817	0.25	28542.9	0.3	19473.4	0.38236	0.341022	0
44	scaffold44_620160	620160	620160	0.45	19277.2	0.5	16823.8	0.136131	-0.235052	0
44	scaffold44_620161	620161	620161	0.025	19247.2	0.125	16537.7	0.151723	-0.198573	0
44	scaffold44_620182	620182	620182	0.525	15719.7	0.375	15063	0.0426747	-0.453701	0
44	scaffold44_620185	620185	620185	0.525	15719.7	0.375	15063	0.0426747	-0.453701	0
44	scaffold44_620338	620338	620338	0.525	17126.7	0.35	15955.8	0.0708183	-0.387857	0
44	scaffold44_620346	620346	620346	0.025	18764.3	0.125	15946.4	0.162724	-0.172835	0
44	scaffold44_620364	620364	620364	0.025	18764.3	0.125	15946.4	0.162724	-0.172835	0
44	scaffold44_620389	620389	620389	0.45	19934.2	0.35	21092.4	-0.0564762	-0.685673	0
44	scaffold44_722455	722455	722455	0.05	26232.3	0.05	26882.8	-0.0244947	-0.61085	0
44	scaffold44_722485	722485	722485	0.3	16898.9	0.15	20832.6	-0.209271	-1.04315	0
44	scaffold44_722498	722498	722498	0.5	13350.8	0.275	17197.9	-0.253211	-1.14595	0
44	scaffold44_730296	730296	730296	0.5	11109	0.3	15660.8	-0.343403	-1.35696	0
44	scaffold44_730320	730320	730320	0.525	9417.28	0.3	15041.2	-0.468244	-1.64904	0
44	scaffold44_730321	730321	730321	0.3	9607.51	0.175	14521.8	-0.413108	-1.52004	0
44	scaffold44_730464	730464	730464	0.5	13280.9	0.3	18168.5	-0.313361	-1.28668	0
44	scaffold44_730475	730475	730475	0.5	13280.9	0.3	18168.5	-0.313361	-1.28668	0
44	scaffold44_730499	730499	730499	0.3	14110.4	0.175	18283.9	-0.259107	-1.15975	0
44	scaffold44_730520	730520	730520	0.175	22802.3	0.125	24278	-0.0627074	-0.700252	0
44	scaffold44_761701	761701	761701	0.125	25705.9	0.25	21397.4	0.183451	-0.124343	0
44	scaffold44_761702	761702	761702	0.15	24685.1	0.325	18927.4	0.265588	0.067824	0
44	scaffold44_761703	761703	761703	0.05	27577.7	0.225	21312.1	0.257735	0.0494512	0
44	scaffold44_773296	773296	773296	0.15	23985.9	0.15	20644.8	0.150006	-0.20259	0
