pos	gpos	p1	ihh1	p2	ihh2	xpehh	normxpehh	crit
scaffold569_158409	158409	158409	0.125	49087.2	0.075	32649.2	0.407779	0.400492	0
scaffold569_158416	158416	158416	0.125	49087.2	0.075	32649.2	0.407779	0.400492	0
scaffold569_158417	158417	158417	0.125	49087.2	0.075	32649.2	0.407779	0.400492	0
scaffold569_195137	195137	195137	0.725	38910.4	0.45	22582.9	0.544071	0.719359	0
scaffold569_195174	195174	195174	0.75	41303.4	0.45	23108.5	0.580744	0.805159	0
scaffold569_195405	195405	195405	0.1	39781.5	0.025	22218.7	0.582468	0.809192	0
scaffold569_195430	195430	195430	0.75	40206.3	0.45	22421.2	0.584019	0.812821	0
scaffold569_195459	195459	195459	0	48463.8	0.3	22019.1	0.788906	1.29217	0
scaffold569_209113	209113	209113	0	48466.4	0.1	22805.2	0.753883	1.21023	0
scaffold569_209126	209126	209126	0	48461.5	0.1	18980.9	0.937334	1.63943	0
scaffold569_209336	209336	209336	0	49076.4	0.225	17101.8	1.05419	1.91283	0
scaffold569_209337	209337	209337	0	49076.4	0.1	14900.1	1.19201	2.23527	1
scaffold569_209347	209347	209347	0.325	28444.6	0.075	13402	0.752557	1.20713	0
scaffold569_209350	209350	209350	0	33216.6	0.1	13889.2	0.871942	1.48644	0
scaffold569_209355	209355	209355	0.225	27541.2	0.2	12276.4	0.808002	1.33685	0
scaffold569_209388	209388	209388	0	35516.8	0.225	17218.1	0.724047	1.14043	0
scaffold569_209396	209396	209396	0	35516.8	0.1	21420.1	0.505675	0.629528	0
scaffold569_259577	259577	259577	0.525	26739.4	0.175	21291.8	0.227813	-0.0205539	0
scaffold569_259634	259634	259634	0.675	23969.1	0.45	15759.8	0.419302	0.427451	0
scaffold569_259837	259837	259837	0.05	31362.4	0.425	16968.5	0.614254	0.883558	0
scaffold569_284296	284296	284296	0.05	30277.1	0.1	20981.2	0.366764	0.304534	0
scaffold569_284491	284491	284491	0	30288.2	0.25	16082.1	0.633047	0.927526	0
scaffold569_284503	284503	284503	0.275	20742.2	0.25	11948.3	0.551576	0.736918	0
scaffold569_284519	284519	284519	0.05	25171.1	0.1	16107.8	0.446396	0.49084	0
scaffold569_284524	284524	284524	0.125	20897.8	0.05	15562	0.294811	0.136194	0
scaffold569_285668	285668	285668	0	22345.8	0.25	15763.1	0.348971	0.262906	0
scaffold569_285855	285855	285855	0.175	19509.9	0.025	15545.2	0.227172	-0.0220536	0
scaffold569_285863	285863	285863	0	21198	0.25	15840.2	0.291358	0.128115	0
scaffold569_290037	290037	290037	0.125	20256.2	0	20738.1	-0.0235092	-0.608544	0
scaffold569_290089	290089	290089	0.125	21362.1	0.1	19903.6	0.0707181	-0.388091	0
scaffold569_290117	290117	290117	0.1	20178.4	0.075	19254.2	0.0468843	-0.443852	0
scaffold569_290336	290336	290336	0.125	22206.2	0.1	21344.2	0.0395906	-0.460917	0
scaffold569_290355	290355	290355	0.375	20846.8	0.45	20119.8	0.0354939	-0.470501	0
scaffold569_318955	318955	318955	0.325	25842.7	0.25	28049.1	-0.0819286	-0.745221	0
scaffold569_338949	338949	338949	0.2	28186.2	0.15	30020.1	-0.0630348	-0.701018	0
scaffold569_338960	338960	338960	0.05	24791.3	0.1	24069.1	0.0295633	-0.484376	0
scaffold569_339147	339147	339147	0.05	24791.3	0.05	24195.5	0.0243279	-0.496625	0
scaffold569_339171	339171	339171	0.2	24729.8	0.15	24148.4	0.0237911	-0.497881	0
scaffold569_339183	339183	339183	0.275	23721.7	0.375	20365.9	0.15253	-0.196685	0
scaffold569_339202	339202	339202	0.05	29912.5	0.05	27920.6	0.0689107	-0.39232	0
scaffold569_339208	339208	339208	0.05	29912.5	0.05	27920.6	0.0689107	-0.39232	0
scaffold569_374351	374351	374351	0.375	18824.5	0.275	19534.2	-0.0370062	-0.640121	0
scaffold569_374364	374364	374364	0.425	16577.3	0.375	15361.3	0.0761853	-0.3753	0
scaffold569_374369	374369	374369	0.425	13358.6	0.375	14491.3	-0.0813901	-0.743961	0
scaffold569_374371	374371	374371	0.425	13358.6	0.375	14491.3	-0.0813901	-0.743961	0
scaffold569_374396	374396	374396	0.275	9848.39	0.025	13863	-0.341916	-1.35348	0
scaffold569_374408	374408	374408	0.375	9843.95	0.275	13854.8	-0.341771	-1.35315	0
scaffold569_374418	374418	374418	0.275	11787.9	0.025	15432	-0.269367	-1.18375	0
scaffold569_374623	374623	374623	0.275	11787.9	0.025	15432	-0.269367	-1.18375	0
scaffold569_374670	374670	374670	0.075	13674.8	0.05	14035	-0.0259993	-0.61437	0
scaffold569_374672	374672	374672	0.025	14729.7	0.2	11196.4	0.274276	0.0881503	0
scaffold569_378217	378217	378217	0.05	14496.8	0.05	12157.8	0.175958	-0.141873	0
scaffold569_378231	378231	378231	0	15293.1	0.1	10488.5	0.377125	0.328775	0
scaffold569_378247	378247	378247	0.025	14015.9	0.125	8689.4	0.478091	0.564993	0
scaffold569_378484	378484	378484	0.2	10679.5	0.25	7412.65	0.365141	0.300737	0
scaffold569_378485	378485	378485	0.2	10679.5	0.25	7412.65	0.365141	0.300737	0
scaffold569_378495	378495	378495	0.025	13621.9	0.075	10421.5	0.267808	0.0730179	0
scaffold569_378512	378512	378512	0.025	13621.9	0.075	10421.5	0.267808	0.0730179	0
scaffold569_389460	389460	389460	0.05	13043.2	0.15	9129.56	0.35675	0.281105	0
scaffold56_39751	39751	39751	0.075	31826.1	0.025	35309.6	-0.10387	-0.796555	0
scaffold56_39802	39802	39802	0.025	31859.8	0.1	35316.6	-0.103008	-0.794538	0
scaffold56_39987	39987	39987	0.05	31969.2	0.1	35316.6	-0.09958	-0.786518	0
scaffold56_40024	40024	40024	0.05	31969.2	0.1	35316.6	-0.09958	-0.786518	0
scaffold56_40031	40031	40031	0.2	37160.5	0.075	40709.2	-0.091208	-0.766931	0
scaffold56_40036	40036	40036	0.075	42194.4	0.025	42083.6	0.00262979	-0.54739	0
scaffold56_117891	117891	117891	0.175	47588.5	0.075	42986	0.101716	-0.315569	0
scaffold56_117958	117958	117958	0	50005.1	0.125	40246.4	0.217106	-0.0456038	0
scaffold56_117975	117975	117975	0.175	45536.7	0.075	49863	-0.0907607	-0.765885	0
scaffold56_118270	118270	118270	0	62497.8	0.1	55870.1	0.112101	-0.291272	0
scaffold56_150697	150697	150697	0.175	59446.4	0.125	57596.9	0.031606	-0.479597	0
scaffold56_207435	207435	207435	0.025	69204	0.075	61990.7	0.110075	-0.296012	0
scaffold56_390075	390075	390075	0.05	65155.9	0.1	56591.7	0.140919	-0.22385	0
scaffold56_390275	390275	390275	0.25	48423.7	0.325	40346.8	0.182477	-0.126621	0
scaffold56_390276	390276	390276	0.075	52477.8	0.125	44137	0.173093	-0.148576	0
scaffold56_431377	431377	431377	0.425	33788	0.425	34475.8	-0.0201522	-0.60069	0
scaffold56_431627	431627	431627	0.425	33788	0.4	34023.1	-0.00693418	-0.569765	0
scaffold56_436823	436823	436823	0.7	24006.5	0.5	27545.7	-0.137521	-0.875285	0
scaffold56_436825	436825	436825	0.7	24006.5	0.5	27545.7	-0.137521	-0.875285	0
scaffold56_437111	437111	437111	0.225	23791.7	0.125	29341.7	-0.209673	-1.04409	0
scaffold56_437153	437153	437153	0.025	27380.2	0.1	31298.9	-0.133765	-0.866497	0
scaffold56_437155	437155	437155	0.025	27380.2	0.1	31298.9	-0.133765	-0.866497	0
scaffold56_441174	441174	441174	0.35	24959.5	0.15	34468.7	-0.322796	-1.30875	0
scaffold56_451110	451110	451110	0.1	28594.8	0.5	24802.6	0.142274	-0.22068	0
scaffold56_451122	451122	451122	0.225	23025.8	0.075	25862.4	-0.116173	-0.825339	0
scaffold56_451175	451175	451175	0.6	23270.9	0.3	27093.4	-0.152086	-0.909361	0
scaffold56_462724	462724	462724	0.675	22985.5	0.475	24645	-0.0697112	-0.716638	0
scaffold56_463017	463017	463017	0.075	29300.5	0.1	32129.4	-0.0921645	-0.769169	0
scaffold56_463161	463161	463161	0.35	23987.4	0.2	30696.2	-0.246611	-1.13051	0
scaffold56_621834	621834	621834	0.175	32971.1	0.025	39877.9	-0.190191	-0.998511	0
scaffold56_621868	621868	621868	0.025	34420.7	0.075	35899.3	-0.0420596	-0.651944	0
scaffold56_621882	621882	621882	0.15	30234.5	0.1	31451.2	-0.0394553	-0.645851	0
scaffold56_622119	622119	622119	0.025	37382.9	0.075	35782.2	0.0437618	-0.451158	0
scaffold56_622124	622124	622124	0.05	36834.7	0.125	33646.6	0.0905286	-0.341743	0
scaffold56_624308	624308	624308	0.05	36979.8	0.125	33646.6	0.0944588	-0.332548	0
scaffold56_624322	624322	624322	0.05	36979.8	0.125	33646.6	0.0944588	-0.332548	0
scaffold56_624386	624386	624386	0.05	36979.8	0.125	33646.6	0.0944588	-0.332548	0
scaffold56_624617	624617	624617	0.05	36979.8	0.125	33646.6	0.0944588	-0.332548	0
scaffold56_624645	624645	624645	0.05	36979.8	0.125	33646.6	0.0944588	-0.332548	0
scaffold56_640942	640942	640942	0.25	36032	0.3	30566.8	0.164494	-0.168694	0
scaffold56_641197	641197	641197	0.025	38964.3	0.075	33038.1	0.164985	-0.167545	0
scaffold56_652663	652663	652663	0.325	35191.4	0.4	26241.1	0.293474	0.133066	0
scaffold56_652711	652711	652711	0.325	24565.2	0.4	18097.1	0.305579	0.161386	0
scaffold56_652729	652729	652729	0.35	25443.4	0.2	19499.6	0.266059	0.068926	0
scaffold56_653032	653032	653032	0.6	26203	0.45	17855.1	0.383585	0.343888	0
scaffold56_1182580	1182580	1.18258e+06	0.175	12361.6	0.1	13196.6	-0.0653678	-0.706476	0
scaffold56_1182589	1182589	1.18259e+06	0.375	9743.59	0.325	10296.4	-0.0551885	-0.682661	0
scaffold56_1182604	1182604	1.1826e+06	0.3	9632.78	0.25	9953.44	-0.032747	-0.630157	0
scaffold56_1182622	1182622	1.18262e+06	0.4	9226.67	0.275	11543.8	-0.22405	-1.07773	0
scaffold56_1182624	1182624	1.18262e+06	0.275	9707.47	0.125	13775.7	-0.350012	-1.37243	0
scaffold56_1182628	1182628	1.18263e+06	0.175	11329.7	0.1	15728.8	-0.328062	-1.32107	0
scaffold56_1182629	1182629	1.18263e+06	0.025	15137.8	0.1	19412.7	-0.24873	-1.13547	0
scaffold56_1182636	1182636	1.18264e+06	0.275	15960.2	0.1	23534.5	-0.388371	-1.46217	0
scaffold56_1231792	1231792	1.23179e+06	0.15	20681.9	0	28483.5	-0.320068	-1.30237	0
scaffold56_1232034	1232034	1.23203e+06	0.15	17369.1	0.15	22459.4	-0.257014	-1.15485	0
scaffold56_1232067	1232067	1.23207e+06	0.35	14496.1	0.475	16956.8	-0.156792	-0.920371	0
scaffold56_1240006	1240006	1.24001e+06	0.275	14439.9	0.425	16363.9	-0.125078	-0.846173	0
scaffold56_1240019	1240019	1.24002e+06	0.1	12739.5	0.125	14245.1	-0.111707	-0.81489	0
scaffold56_1240024	1240024	1.24002e+06	0.15	13202.4	0.125	14978.6	-0.126227	-0.848861	0
scaffold56_1240342	1240342	1.24034e+06	0.275	16261.6	0.425	16991.3	-0.0438893	-0.656225	0
scaffold56_1250186	1250186	1.25019e+06	0.4	15921.7	0.45	17593.4	-0.0998377	-0.787121	0
scaffold56_1250207	1250207	1.25021e+06	0.4	15921.7	0.45	17593.4	-0.0998377	-0.787121	0
scaffold56_1250217	1250217	1.25022e+06	0.375	16318.6	0.45	17593.4	-0.0752187	-0.729523	0
scaffold56_1250223	1250223	1.25022e+06	0.275	14026.5	0.275	15288.9	-0.0861762	-0.755159	0
scaffold56_1250242	1250242	1.25024e+06	0.4	12688.4	0.45	13123.1	-0.0336892	-0.632361	0
scaffold56_1250244	1250244	1.25024e+06	0.4	12688.4	0.45	13123.1	-0.0336892	-0.632361	0
scaffold56_1255144	1255144	1.25514e+06	0.35	13341.7	0.25	13278.3	0.0047645	-0.542395	0
scaffold56_1255200	1255200	1.2552e+06	0.375	17033	0.45	17055	-0.00129375	-0.556569	0
scaffold56_1255352	1255352	1.25535e+06	0.375	17033	0.45	17055	-0.00129375	-0.556569	0
scaffold56_1255358	1255358	1.25536e+06	0.375	18802.3	0.45	22613	-0.184544	-0.985299	0
scaffold56_1386937	1386937	1.38694e+06	0.275	23319.2	0.15	30399.1	-0.265136	-1.17385	0
scaffold56_1387182	1387182	1.38718e+06	0.25	23849.1	0.125	31936.2	-0.291993	-1.23669	0
scaffold56_1445765	1445765	1.44576e+06	0.4	20058.2	0.5	24322.2	-0.192753	-1.0045	0
scaffold56_1445780	1445780	1.44578e+06	0.2	21837.7	0.125	31010.6	-0.350691	-1.37401	0
scaffold56_1445933	1445933	1.44593e+06	0.225	22428.2	0.1	31385.7	-0.336036	-1.33973	0
scaffold56_1445951	1445951	1.44595e+06	0.225	25734.5	0.1	31652	-0.206969	-1.03776	0
scaffold56_1467251	1467251	1.46725e+06	0	33354.3	0.2	29259.1	0.130996	-0.247066	0
scaffold56_1467271	1467271	1.46727e+06	0.35	23906.9	0.175	29719.6	-0.21764	-1.06273	0
scaffold56_1485355	1485355	1.48536e+06	0.15	25575.4	0.075	31238.7	-0.200029	-1.02153	0
scaffold56_1485367	1485367	1.48537e+06	0	25653.7	0.1	27260.6	-0.0607538	-0.695681	0
scaffold56_1485386	1485386	1.48539e+06	0.175	24274.6	0.35	19799.3	0.203788	-0.0767625	0
scaffold56_1485434	1485434	1.48543e+06	0.4	15451.1	0.225	14022.3	0.0970314	-0.326529	0
scaffold56_1485626	1485626	1.48563e+06	0.325	15553	0.35	14011.1	0.104404	-0.30928	0
scaffold56_1485653	1485653	1.48565e+06	0.35	15466.6	0.35	14011.1	0.098832	-0.322316	0
scaffold56_1488749	1488749	1.48875e+06	0.675	15833.3	0.45	13764.4	0.140027	-0.225937	0
scaffold56_1488970	1488970	1.48897e+06	0.675	15833.3	0.4	13327.8	0.172266	-0.150511	0
scaffold56_1489013	1489013	1.48901e+06	0.1	15836	0.05	14361	0.0977692	-0.324803	0
scaffold56_1489060	1489060	1.48906e+06	0.05	14466	0.05	11753.4	0.20766	-0.0677036	0
scaffold56_1489355	1489355	1.48936e+06	0	14925.8	0.1	12004.8	0.217779	-0.0440293	0
scaffold56_1489393	1489393	1.48939e+06	0.525	13955.3	0.325	12284.5	0.127526	-0.255184	0
scaffold56_1500045	1500045	1.50004e+06	0.45	11707.3	0.4	11185.9	0.04556	-0.446951	0
scaffold56_1500046	1500046	1.50005e+06	0.1	11841.1	0.05	13278.9	-0.1146	-0.821659	0
scaffold56_1500279	1500279	1.50028e+06	0.15	11298.1	0.025	13231.5	-0.157968	-0.923122	0
scaffold56_1500288	1500288	1.50029e+06	0.1	12406.5	0.05	13379.1	-0.0754722	-0.730116	0
scaffold56_1500294	1500294	1.50029e+06	0.35	12759.1	0.175	12304.3	0.0362964	-0.468624	0
scaffold56_1500304	1500304	1.5003e+06	0.125	20221.6	0.1	14535.8	0.330132	0.21883	0
scaffold56_1500690	1500690	1.50069e+06	0	21175.3	0.2	13456.6	0.453361	0.507135	0
scaffold56_1500694	1500694	1.50069e+06	0.1	21137.2	0.125	13312.5	0.462336	0.528133	0
scaffold56_1500702	1500702	1.5007e+06	0.1	21137.2	0.3	13309.4	0.462567	0.528674	0
scaffold56_1500722	1500722	1.50072e+06	0.1	21137.2	0.125	13688.9	0.434455	0.462903	0
scaffold56_1500775	1500775	1.50078e+06	0.1	21137.2	0.1	14415.3	0.382747	0.341928	0
scaffold56_1500806	1500806	1.50081e+06	0	24865.5	0.175	17007.4	0.37983	0.335103	0
scaffold56_1501141	1501141	1.50114e+06	0	24865.5	0.125	16960.5	0.382593	0.341567	0
scaffold56_1501150	1501150	1.50115e+06	0	24865.5	0.175	17126.4	0.372861	0.318799	0
scaffold56_1531915	1531915	1.53192e+06	0.025	23992.2	0.125	17811.3	0.297895	0.143409	0
scaffold56_1531934	1531934	1.53193e+06	0.025	23992.2	0.125	17811.3	0.297895	0.143409	0
scaffold56_1531950	1531950	1.53195e+06	0.6	12610.1	0.3	9527.01	0.280363	0.102391	0
scaffold56_1532188	1532188	1.53219e+06	0.025	12680.5	0.125	9563.58	0.282106	0.106469	0
scaffold56_1532207	1532207	1.53221e+06	0.025	12680.5	0.125	9563.58	0.282106	0.106469	0
scaffold56_1532231	1532231	1.53223e+06	0.125	11315.7	0.275	6222.68	0.59799	0.845507	0
scaffold570_9721	9721	9721	0.075	25556.4	0.075	20561.8	0.217454	-0.0447897	0
scaffold570_9726	9726	9726	0.075	25556.4	0.075	20561.8	0.217454	-0.0447897	0
scaffold570_9910	9910	9910	0	32017.2	0.1	24972.9	0.248482	0.027803	0
scaffold570_60552	60552	60552	0.175	29002.3	0.075	27165.4	0.0654291	-0.400465	0
scaffold570_60591	60591	60591	0.225	27399.1	0.15	24603.8	0.107609	-0.301782	0
scaffold570_60827	60827	60827	0.05	36918.1	0.075	26354	0.337084	0.235095	0
scaffold570_60851	60851	60851	0.05	36918.1	0.075	26354	0.337084	0.235095	0
scaffold570_60867	60867	60867	0	38985.7	0.2	23892.4	0.489633	0.591997	0
scaffold570_78539	78539	78539	0.55	28016	0.25	22461	0.220994	-0.0365075	0
scaffold570_78588	78588	78588	0.55	28016	0.25	22461	0.220994	-0.0365075	0
scaffold570_78593	78593	78593	0.55	28016	0.25	22461	0.220994	-0.0365075	0
scaffold570_78606	78606	78606	0.55	28016	0.25	22461	0.220994	-0.0365075	0
scaffold570_78616	78616	78616	0.55	28016	0.225	18345.9	0.423369	0.436966	0
scaffold570_78618	78618	78618	0.55	28016	0.225	18345.9	0.423369	0.436966	0
scaffold570_78762	78762	78762	0.55	28016	0.25	18855.9	0.39595	0.372817	0
scaffold570_78805	78805	78805	0.225	23360.3	0.225	18081.5	0.256151	0.0457453	0
scaffold570_78811	78811	78811	0.55	29325	0.275	23137.9	0.23697	0.000869713	0
scaffold570_108537	108537	108537	0.025	43066.5	0.2	26800.6	0.474321	0.556173	0
scaffold570_108539	108539	108539	0.4	32449.2	0.275	24378.6	0.285972	0.115514	0
scaffold570_108801	108801	108801	0.375	34447.6	0.225	25523	0.299859	0.148004	0
scaffold570_108838	108838	108838	0.05	54086	0.075	33638.7	0.474898	0.557523	0
scaffold570_268169	268169	268169	0.05	54086	0.075	33638.7	0.474898	0.557523	0
scaffold570_268171	268171	268171	0	51954.7	0.35	22433.5	0.839817	1.41128	0
scaffold570_268380	268380	268380	0.025	50992.2	0.25	27231.6	0.627295	0.914069	0
scaffold570_268381	268381	268381	0.05	52041	0.075	40130.8	0.259889	0.0544907	0
scaffold570_268453	268453	268453	0.05	52041	0.075	40130.8	0.259889	0.0544907	0
scaffold570_306016	306016	306016	0.075	49601.7	0.025	42871.4	0.145819	-0.212386	0
scaffold570_306048	306048	306048	0.325	32409.3	0.125	38452.8	-0.170988	-0.953584	0
scaffold570_306067	306067	306067	0.325	32409.3	0.125	38452.8	-0.170988	-0.953584	0
scaffold570_356777	356777	356777	0.125	31080.3	0.15	34341.8	-0.0997883	-0.787006	0
scaffold570_356852	356852	356852	0.2	23116.5	0.1	31955.3	-0.323793	-1.31108	0
scaffold570_365485	365485	365485	0.25	15129	0.025	30882.9	-0.713588	-2.22304	1
scaffold570_365486	365486	365486	0.025	14908.1	0.275	19570	-0.272093	-1.19013	0
scaffold570_365540	365540	365540	0	13658.6	0.2	11774.7	0.148419	-0.206303	0
scaffold570_365836	365836	365836	0.1	12270.8	0	11823.2	0.0371552	-0.466614	0
scaffold571_34206	34206	34206	0.075	13111.3	0.175	14813.3	-0.122055	-0.839101	0
scaffold571_34212	34212	34212	0.075	13111.3	0.175	14813.3	-0.122055	-0.839101	0
scaffold571_34278	34278	34278	0.25	13108.4	0.175	14813.3	-0.122275	-0.839615	0
scaffold571_34511	34511	34511	0.3	14234.6	0.375	16441.2	-0.144116	-0.890714	0
scaffold571_34545	34545	34545	0.075	22609.8	0.175	28080.4	-0.216687	-1.0605	0
scaffold571_54179	54179	54179	0.1	23127.2	0	34346.1	-0.39548	-1.4788	0
scaffold571_54199	54199	54199	0.05	23875.2	0.075	31785.7	-0.286176	-1.22308	0
scaffold571_54228	54228	54228	0.35	19056.6	0.05	35251.5	-0.615094	-1.99261	0
scaffold571_54269	54269	54269	0.15	26136.5	0.3	32307.1	-0.211954	-1.04943	0
scaffold571_89176	89176	89176	0.1	30677.3	0.15	44818.4	-0.379096	-1.44047	0
scaffold571_89209	89209	89209	0.325	23573.3	0.1	47121.2	-0.692609	-2.17396	1
scaffold571_89223	89223	89223	0.1	27931.6	0	50763.4	-0.597418	-1.95125	0
scaffold571_89429	89429	89429	0.1	27767.3	0	50763.4	-0.603317	-1.96505	0
scaffold571_89481	89481	89481	0.1	31793.6	0	50763.4	-0.467912	-1.64826	0
scaffold571_89486	89486	89486	0.1	31793.6	0	50763.4	-0.467912	-1.64826	0
scaffold571_89497	89497	89497	0.125	31409.8	0	50763.4	-0.480056	-1.67667	0
scaffold571_178441	178441	178441	0.525	27718.3	0.05	48309.6	-0.555538	-1.85327	0
scaffold571_178448	178448	178448	0	41384.6	0.1	47032.1	-0.127921	-0.852825	0
scaffold571_178458	178458	178458	0.05	39892.3	0.175	41537.7	-0.0404197	-0.648108	0
scaffold571_210123	210123	210123	0	42634.2	0.15	42002.9	0.0149173	-0.518642	0
scaffold571_210243	210243	210243	0	42634.2	0.15	42002.9	0.0149173	-0.518642	0
scaffold571_216876	216876	216876	0.175	33047.8	0.15	33014.2	0.00101703	-0.551163	0
scaffold571_216905	216905	216905	0.2	31239.6	0.15	33014.2	-0.055251	-0.682807	0
scaffold571_216912	216912	216912	0.45	20006.3	0.35	22955.1	-0.137492	-0.875217	0
scaffold571_216913	216913	216913	0.05	19369.2	0.125	23264.1	-0.183226	-0.982215	0
scaffold571_216924	216924	216924	0.05	19369.2	0.125	23264.1	-0.183226	-0.982215	0
scaffold571_216936	216936	216936	0.15	18597.7	0.075	22802.4	-0.203828	-1.03042	0
scaffold571_217165	217165	217165	0.25	18167.2	0.2	21211.2	-0.15491	-0.915968	0
scaffold571_217217	217217	217217	0.175	20969.8	0.15	23927.1	-0.131929	-0.862202	0
scaffold571_217231	217231	217231	0.05	24389.8	0.125	26938.6	-0.0993944	-0.786084	0
scaffold571_222396	222396	222396	0.05	24151.3	0.125	28645.8	-0.170672	-0.952844	0
scaffold571_222571	222571	222571	0.2	21218.3	0.125	27601.7	-0.263015	-1.16889	0
scaffold571_222592	222592	222592	0.2	23231.8	0.075	33220.1	-0.357633	-1.39026	0
scaffold571_222601	222601	222601	0.1	30326.9	0.025	37073.3	-0.20086	-1.02347	0
scaffold571_245583	245583	245583	0.1	30244.1	0	37790.3	-0.222751	-1.07469	0
scaffold571_245613	245613	245613	0.175	23638.5	0.2	24247.4	-0.0254339	-0.613047	0
scaffold571_245821	245821	245821	0	27816.3	0.225	19920.9	0.333855	0.227541	0
scaffold571_245878	245878	245878	0.225	22615.3	0.175	22193.6	0.0188262	-0.509497	0
scaffold571_343858	343858	343858	0.05	23512.3	0.075	22308.8	0.0525426	-0.430614	0
scaffold571_343867	343867	343867	0.1	21090.6	0	22842.6	-0.0798008	-0.740243	0
scaffold571_343880	343880	343880	0.325	13836	0.25	14953.5	-0.0776755	-0.735271	0
scaffold571_343903	343903	343903	0	14781.5	0.1	14567.7	0.0145695	-0.519456	0
scaffold571_343913	343913	343913	0.4	13054	0.475	10597.4	0.208485	-0.0657734	0
scaffold571_343945	343945	343945	0	15373.3	0.175	13098.2	0.160157	-0.178841	0
scaffold571_343948	343948	343948	0.15	13160.3	0	15532.8	-0.165749	-0.941326	0
scaffold571_344139	344139	344139	0.15	13076.6	0	15267.9	-0.154928	-0.91601	0
scaffold571_344171	344171	344171	0.15	13076.6	0	15267.9	-0.154928	-0.91601	0
scaffold571_344172	344172	344172	0.425	14128.2	0.25	14463.8	-0.023476	-0.608466	0
scaffold571_418133	418133	418133	0	19264.6	0.15	15458.1	0.220132	-0.0385243	0
scaffold571_418424	418424	418424	0.225	13875.3	0.15	12913.2	0.0718591	-0.385422	0
scaffold571_418441	418441	418441	0.25	7284.8	0.3	8368.62	-0.138699	-0.878041	0
scaffold573_136396	136396	136396	0.35	8626.04	0.025	9961.31	-0.143923	-0.890263	0
scaffold573_136622	136622	136622	0.05	13690.9	0.075	10435.9	0.271482	0.0816135	0
scaffold573_136684	136684	136684	0.05	15965.9	0.225	12353.5	0.256513	0.0465923	0
scaffold573_153776	153776	153776	0.4	13236.5	0.325	14269.4	-0.0751414	-0.729342	0
scaffold573_153787	153787	153787	0.325	10156.2	0.025	13798	-0.306444	-1.27049	0
scaffold573_153801	153801	153801	0.475	9113.08	0.4	12997.2	-0.355025	-1.38415	0
scaffold573_153807	153807	153807	0.4	9112.49	0.325	13001.1	-0.35539	-1.38501	0
scaffold573_153810	153810	153810	0.1	8984.23	0.1	12574	-0.336158	-1.34001	0
scaffold573_153829	153829	153829	0.475	8980.94	0.375	12570.9	-0.336283	-1.34031	0
scaffold573_153840	153840	153840	0.1	11647.2	0.1	16032.5	-0.319553	-1.30116	0
scaffold573_153862	153862	153862	0.1	11647.2	0.1	16032.5	-0.319553	-1.30116	0
scaffold573_154041	154041	154041	0.325	15373.4	0.025	19081.3	-0.216075	-1.05907	0
scaffold573_154070	154070	154070	0.025	20360.8	0.1	18661	0.0871761	-0.349586	0
scaffold573_154088	154088	154088	0.05	20368.6	0.225	18504.2	0.0959966	-0.32895	0
scaffold573_231184	231184	231184	0.425	15966.1	0	22541.4	-0.344888	-1.36044	0
scaffold573_231185	231185	231185	0.375	11766	0.425	12390.3	-0.0517016	-0.674503	0
scaffold573_231205	231205	231205	0.2	12888.7	0.45	9964.52	0.257323	0.0484873	0
scaffold573_231228	231228	231228	0.2	11470.2	0.45	8588.58	0.289319	0.123345	0
scaffold573_231230	231230	231230	0.525	11569.9	0.475	8460.18	0.313039	0.17884	0
scaffold573_231235	231235	231235	0.2	11369.4	0.45	8378.44	0.305267	0.160656	0
scaffold573_231237	231237	231237	0.2	11369.4	0.45	8378.44	0.305267	0.160656	0
scaffold573_231250	231250	231250	0.2	12328.3	0.45	10604.9	0.150587	-0.201231	0
scaffold573_231477	231477	231477	0.325	13584	0.025	15934.4	-0.159587	-0.92691	0
scaffold573_236731	236731	236731	0.6	15336	0.2	13524.6	0.125691	-0.259477	0
scaffold573_236765	236765	236765	0	23808.4	0.225	15875.3	0.405273	0.394629	0
scaffold573_304977	304977	304977	0.675	17075.6	0.4	16648.8	0.0253151	-0.494315	0
scaffold573_304999	304999	304999	0.175	13204.5	0.1	15487	-0.159449	-0.926587	0
scaffold573_305005	305005	305005	0.1	11448.3	0.25	13497.7	-0.164681	-0.938828	0
scaffold573_305008	305008	305008	0.675	11963.3	0.4	14054.2	-0.161077	-0.930396	0
scaffold573_305010	305010	305010	0.375	12073.8	0	17504.1	-0.371398	-1.42246	0
scaffold573_305225	305225	305225	0.425	12415.6	0	17504.1	-0.343479	-1.35714	0
scaffold573_305227	305227	305227	0.425	12415.6	0	17504.1	-0.343479	-1.35714	0
scaffold573_305262	305262	305262	0.25	21573.6	0.325	18455.8	0.156088	-0.188361	0
scaffold573_305277	305277	305277	0.25	21573.6	0.225	18283.1	0.165493	-0.166357	0
scaffold573_305306	305306	305306	0.25	21573.6	0.325	19640.1	0.0938954	-0.333866	0
scaffold573_334159	334159	334159	0	28597.8	0.425	20016.5	0.356774	0.281162	0
scaffold573_334212	334212	334212	0.1	24392.1	0	29148.1	-0.178131	-0.970295	0
scaffold573_334439	334439	334439	0.55	18781.4	0.05	27584	-0.384366	-1.4528	0
scaffold573_334447	334447	334447	0.6	19444	0.075	27237.1	-0.337046	-1.34209	0
scaffold573_382822	382822	382822	0.675	17080.5	0.35	20169.8	-0.166251	-0.942501	0
